Site_Name,Latitude,Longitude,Elevation_mabsl,Site_Comments,Sample_ID,Type,Start_Date,Start_Time_Zone,Collection_Date,Collection_Time_Zone,Phase,Depth_meters,Sample_Comments,d2H,d18O,D17O,d2H_Analytical_SD,d18O_Analytical_SD,D17O_Analytical_SD,WI_Analysis_Source,Project_ID
"Palouse Conservation Farm",46.7606000000000,-117.184700000000,766.000000000000,,1-61-WA24-17JAN06,Precipitation,"2006-01-17 00:00:00",,"2006-01-24 00:00:00",,,,,,-17.87727117500000,0.025313,,,,JHU,00388
"Starkey Experimental Forest",45.2247000000000,-118.513000000000,1254.000000000000,,1-7-OR18-5JUL06,Precipitation,"2006-07-04 00:00:00",,"2006-07-11 00:00:00",,,,,,-7.91550607810000,0.015103,,,,JHU,00388
"Craters of the Moon National Monument",43.4568300000000,-113.552830000000,1807.000000000000,,2-28-ID03-31JAN06,Precipitation,"2006-01-31 00:00:00",,"2006-02-07 00:00:00",,,,,,-13.52076213460000,0.052455,,,,JHU,00388
"H.J. Andrews Experimental Forest",44.2080000000000,-122.252000000000,436.000000000000,,2-68-OR10-1AUG06,Precipitation,"2006-08-01 00:00:00",,"2006-08-08 00:00:00",,,,,,-7.29923027360000,0.029823,,,,JHU,00388
"Craters of the Moon National Monument",43.4568300000000,-113.552830000000,1807.000000000000,,2-73-ID03-18JUL06,Precipitation,"2006-07-18 00:00:00",,"2006-07-25 00:00:00",,,,,,-6.52064770560000,0.009651,,,,JHU,00388
"Smith's Ferry",44.2920000000000,-116.058170000000,1442.000000000000,,2-76-ID15-6JUN06,Precipitation,"2006-06-06 00:00:00",,"2006-06-13 00:00:00",,,,,,-0.69375923770000,-0.025469,,,0.004247,JHU,00388
"Olympic National Park - Hoh Ranger Station",47.8560000000000,-123.925830000000,176.000000000000,,2-89-WA14-25JUL06,Precipitation,"2006-07-25 00:00:00",,"2006-08-01 00:00:00",,,,,,-8.57700580090000,0.014689,,,,JHU,00388
"Alsea Guard Ranger Station",44.3846700000000,-123.609170000000,104.000000000000,,2-90-OR02-11JUL06,Precipitation,"2006-07-11 00:00:00",,"2006-07-18 00:00:00",,,,,,-6.10131094510000,0.017007,,,,JHU,00388
"Palouse Conservation Farm",46.7606000000000,-117.184700000000,766.000000000000,,2-91-WA24-8AUG06,Precipitation,"2006-08-08 00:00:00",,"2006-08-15 00:00:00",,,,,,-5.65097284510000,-0.000523,,,,JHU,00388
"Olympic National Park - Hoh Ranger Station",47.8560000000000,-123.925830000000,176.000000000000,,3-12-WA14-11JUL06,Precipitation,"2006-07-11 00:00:00",,"2006-07-18 00:00:00",,,,,,-8.17242268990000,0.019176,,,,JHU,00388
"Glacier National Park - Fire Weather Station",48.5103000000000,-113.995800000000,980.000000000000,,3-35-MT05-8AUG06,Precipitation,"2006-08-08 00:00:00",,"2006-08-15 00:00:00",,,,,,-13.55035606780000,0.005677,,,,JHU,00388
Pinedale,42.9240000000000,-109.785330000000,2388.000000000000,,3-62-WY06-31JAN06,Precipitation,"2006-01-31 00:00:00",,"2006-02-07 00:00:00",,,,,,-17.22295957610000,0.052169,,,,JHU,00388
Newcastle,43.8733000000000,-104.192200000000,1466.000000000000,,3-69-WY99-14FEB06,Precipitation,"2006-02-14 00:00:00",,"2006-02-21 00:00:00",,,,,,-25.59378133350000,0.028056,,,,JHU,00388
"Glacier National Park - Fire Weather Station",48.5103000000000,-113.995800000000,980.000000000000,,3-74-MT05-04JUL06,Precipitation,"2006-07-04 00:00:00",,"2006-07-11 00:00:00",,,,,,-8.57006581560000,0.006734,,,0.002597,JHU,00388
"Lost Trail Pass",45.6917000000000,-113.965600000000,2414.000000000000,,3-75-MT97-27JUN06,Precipitation,"2006-06-27 00:00:00",,"2006-07-04 00:00:00",,,,,,-6.57826783700000,0.022895,,,0.013094,JHU,00388
"Little Bighorn Battlefield National Monument",45.5678300000000,-107.435830000000,957.000000000000,,3-79-MT00-7FEB06,Precipitation,"2006-02-08 00:00:00",,"2006-02-15 00:00:00",,,,,,-16.84353441410000,0.061545,,,,JHU,00388
"Lost Trail Pass",45.6917000000000,-113.965600000000,2414.000000000000,,3-80-MT97-11JUL06,Precipitation,"2006-07-11 00:00:00",,"2006-07-18 00:00:00",,,,,,-9.08844810240000,0.00493,,,0.008014,JHU,00388
Newcastle,43.8733000000000,-104.192200000000,1466.000000000000,,3-83-WY99-7NOV06,Precipitation,"2006-11-07 00:00:00",,"2006-11-14 00:00:00",,,,,,-18.06483870300000,0.019882,,,,JHU,00388
"Little Bighorn Battlefield National Monument",45.5678300000000,-107.435830000000,957.000000000000,,3-87-MT00-11JUL06,Precipitation,"2006-07-11 00:00:00",,"2006-07-18 00:00:00",,,,,,-2.12174590820000,-0.005687,,,0.014767,JHU,00388
"Brooklyn Lake",41.3647000000000,-106.240800000000,3212.000000000000,,3-88-WY95-27JUN06,Precipitation,"2006-06-27 00:00:00",,"2006-07-04 00:00:00",,,,,,-5.97209571670000,0.017424,,,,JHU,00388
Newcastle,43.8733000000000,-104.192200000000,1466.000000000000,,3-89-WY99-3JUL06,Precipitation,"2006-07-04 00:00:00",,"2006-07-11 00:00:00",,,,,,-5.06114900650000,0.01776,,,,JHU,00388
"Little Bighorn Battlefield National Monument",45.5678300000000,-107.435830000000,957.000000000000,,3-90-MT00-27JUL06,Precipitation,"2006-06-28 00:00:00",,"2006-07-05 00:00:00",,,,,,-2.38614861060000,-0.013395,,,,JHU,00388
"Lake Scott State Park",38.6696700000000,-100.909830000000,863.000000000000,,4-100-KS32-4JUL06,Precipitation,"2006-07-04 00:00:00",,"2006-07-11 00:00:00",,,,,,-7.49179554350000,0.028888,,,,JHU,00388
"Little Bighorn Battlefield National Monument",45.5678300000000,-107.435830000000,957.000000000000,,4-34-MT00-3JAN06,Precipitation,"2006-01-03 00:00:00",,"2006-01-10 00:00:00",,,,,,-21.08748300490000,0.057894,,,0.001214,JHU,00388
Newcastle,43.8733000000000,-104.192200000000,1466.000000000000,,4-50-WY99-25JUL06,Precipitation,"2006-07-25 00:00:00",,"2006-08-01 00:00:00",,,,,,-7.52256282090000,0.004555,,,,JHU,00388
"Brooklyn Lake",41.3647000000000,-106.240800000000,3212.000000000000,,4-56-WY95-24JAN06,Precipitation,"2006-01-24 00:00:00",,"2006-01-31 00:00:00",,,,,,-20.51269267300000,0.040735,,,,JHU,00388
"Brooklyn Lake",41.3647000000000,-106.240800000000,3212.000000000000,,4-57-WY95-18JUL06,Precipitation,"2006-07-18 00:00:00",,"2006-07-25 00:00:00",,,,,,-2.66943071640000,-0.006147,,,0.00377,JHU,00388
"Glacier National Park - Fire Weather Station",48.5103000000000,-113.995800000000,980.000000000000,,4-61-MT05-17JAN06,Precipitation,"2006-01-17 00:00:00",,"2006-01-24 00:00:00",,,,,,-20.03262628570000,0.048397,,,,JHU,00388
"Lost Trail Pass",45.6917000000000,-113.965600000000,2414.000000000000,,4-69-MT97-04JUL06,Precipitation,"2006-07-04 00:00:00",,"2006-07-11 00:00:00",,,,,,-5.23226377260000,0.003711,,,0.001144,JHU,00388
Pinedale,42.9240000000000,-109.785330000000,2388.000000000000,,4-74-WY06-11JUL06,Precipitation,"2006-07-11 00:00:00",,"2006-07-18 00:00:00",,,,,,-5.12979741880000,0.015954,,,0.000868,JHU,00388
"Lost Trail Pass",45.6917000000000,-113.965600000000,2414.000000000000,,4-75-MT97-17JAN06,Precipitation,"2006-01-17 00:00:00",,"2006-01-24 00:00:00",,,,,,-23.68011964430000,0.050951,,,,JHU,00388
"Brooklyn Lake",41.3647000000000,-106.240800000000,3212.000000000000,,4-76-WY95-17JAN06,Precipitation,"2006-01-17 00:00:00",,"2006-01-24 00:00:00",,,,,,-20.15021531510000,0.040435,,,,JHU,00388
"Glacier National Park - Fire Weather Station",48.5103000000000,-113.995800000000,980.000000000000,,4-78-MT05-24JAN06,Precipitation,"2006-01-24 00:00:00",,"2006-01-31 00:00:00",,,,,,-19.35915738990000,0.036948,,,,JHU,00388
Pinedale,42.9240000000000,-109.785330000000,2388.000000000000,,4-79-WY06-27DEC05,Precipitation,"2006-01-03 00:00:00",,"2006-01-10 00:00:00",,,,,,-22.13240348620000,0.063878,,,,JHU,00388
"Lost Trail Pass",45.6917000000000,-113.965600000000,2414.000000000000,,4-86-MT97-24JAN06,Precipitation,"2006-01-24 00:00:00",,"2006-01-31 00:00:00",,,,,,-21.26073518710000,0.060215,,,,JHU,00388
"Brooklyn Lake",41.3647000000000,-106.240800000000,3212.000000000000,,4-94-WY95-4JUL06,Precipitation,"2006-07-04 00:00:00",,"2006-07-11 00:00:00",,,,,,-9.91056346540000,0.049007,,,0.010637,JHU,00388
"North Platte Agricultural Experimental Station",41.0555000000000,-100.741170000000,919.000000000000,,5-13-NE99-6JUN06,Precipitation,"2006-06-06 00:00:00",,"2006-06-13 00:00:00",,,,,,-7.04208747560000,-0.00486,,,,JHU,00388
"North Platte Agricultural Experimental Station",41.0555000000000,-100.741170000000,919.000000000000,,5-18-NE99-18JUL06,Precipitation,"2006-07-18 00:00:00",,"2006-07-25 00:00:00",,,,,,-2.24447738530000,0.018572,,,,JHU,00388
"North Platte Agricultural Experimental Station",41.0555000000000,-100.741170000000,919.000000000000,,5-21-NE99-4JUL06,Precipitation,"2006-07-04 00:00:00",,"2006-07-11 00:00:00",,,,,,-6.37956362090000,0.025492,,,,JHU,00388
"North Platte Agricultural Experimental Station",41.0555000000000,-100.741170000000,919.000000000000,,5-23-NE99-13JUL06,Precipitation,"2006-06-13 00:00:00",,"2006-06-20 00:00:00",,,,,,-6.10826821160000,0.025381,,,,JHU,00388
"North Platte Agricultural Experimental Station",41.0555000000000,-100.741170000000,919.000000000000,,5-24-NE99-25JUL06,Precipitation,"2006-07-25 00:00:00",,"2006-08-01 00:00:00",,,,,,-5.86572904040000,0.017742,,,,JHU,00388
"Lake Scott State Park",38.6696700000000,-100.909830000000,863.000000000000,,5-25-KS32-11JUL06,Precipitation,"2006-07-11 00:00:00",,"2006-07-18 00:00:00",,,,,,-8.59385984850000,0.01792,,,,JHU,00388
"North Platte Agricultural Experimental Station",41.0555000000000,-100.741170000000,919.000000000000,,5-31-NE99-20JUN06,Precipitation,"2006-06-20 00:00:00",,"2006-06-27 00:00:00",,,,,,-7.13542113270000,0.006779,,,,JHU,00388
"Lake Scott State Park",38.6696700000000,-100.909830000000,863.000000000000,,5-32-KS32-17JAN06,Precipitation,"2006-01-17 00:00:00",,"2006-01-24 00:00:00",,,,,,-19.80426728490000,0.057927,,,,JHU,00388
"Lake Scott State Park",38.6696700000000,-100.909830000000,863.000000000000,,5-36-KS32-3JAN06,Precipitation,"2006-01-03 00:00:00",,"2006-01-10 00:00:00",,,,,,-19.24441569910000,0.047841,,,,JHU,00388
"Lake Scott State Park",38.6696700000000,-100.909830000000,863.000000000000,,5-40-KS32-27JUN06,Precipitation,"2006-06-27 00:00:00",,"2006-07-04 00:00:00",,,,,,-0.42490970030000,-0.00739,,,,JHU,00388
"NADP CO02 NIWOT SADDLE NEAR WARD CO",40.0547000000000,-105.589100000000,3520.000000000000,"USGS Site 400317105352101",5-52-CO02-17JAN06,Precipitation,"2006-01-17 00:00:00",,"2006-01-24 00:00:00",,,,,,-22.12066900460000,0.036262,,,,JHU,00388
"Sand Spring",40.5045000000000,-107.701170000000,1998.000000000000,,5-53-CO15-17JAN06,Precipitation,"2006-01-17 00:00:00",,"2006-01-24 00:00:00",,,,,,-21.91822703110000,0.039004,,,,JHU,00388
"North Platte Agricultural Experimental Station",41.0555000000000,-100.741170000000,919.000000000000,,5-6-NE99-3OCT06,Precipitation,"2006-10-03 00:00:00",,"2006-10-10 00:00:00",,,,,,-11.27792200430000,0.011365,,,,JHU,00388
"NADP CO02 NIWOT SADDLE NEAR WARD CO",40.0547000000000,-105.589100000000,3520.000000000000,"USGS Site 400317105352101",5-61-CO02-11JUL06,Precipitation,"2006-07-11 00:00:00",,"2006-07-18 00:00:00",,,,,,-3.85255977620000,0.018177,,,0.005009,JHU,00388
"Sand Spring",40.5045000000000,-107.701170000000,1998.000000000000,,5-63-CO15-5JUL06,Precipitation,"2006-07-04 00:00:00",,"2006-07-11 00:00:00",,,,,,-3.73799623330000,0.000595,,,,JHU,00388
"Sand Spring",40.5045000000000,-107.701170000000,1998.000000000000,,5-64-CO15-28FEB06,Precipitation,"2006-02-28 00:00:00",,"2006-03-07 00:00:00",,,,,,-14.47521200850000,0.014133,,,,JHU,00388
"NADP CO02 NIWOT SADDLE NEAR WARD CO",40.0547000000000,-105.589100000000,3520.000000000000,"USGS Site 400317105352101",5-65-CO02-4JUL06,Precipitation,"2006-07-04 00:00:00",,"2006-07-11 00:00:00",,,,,,-9.91947423030000,0.037865,,,0.010305,JHU,00388
"NADP CO02 NIWOT SADDLE NEAR WARD CO",40.0547000000000,-105.589100000000,3520.000000000000,"USGS Site 400317105352101",5-70-CO02-17JAN06,Precipitation,"2006-01-03 00:00:00",,"2006-01-10 00:00:00",,,,,,-19.26599208460000,0.027264,,,,JHU,00388
"Sand Spring",40.5045000000000,-107.701170000000,1998.000000000000,,5-71-CO15-11JUL06,Precipitation,"2006-07-13 00:00:00",,"2006-07-20 00:00:00",,,,,,-1.71951992870000,0.00072,,,0.012789,JHU,00388
"North Platte Agricultural Experimental Station",41.0555000000000,-100.741170000000,919.000000000000,,5-8-NE99-19DEC06,Precipitation,"2006-12-19 00:00:00",,"2006-12-26 00:00:00",,,,,,-14.11740157180000,0.056364,,,0.01653,JHU,00388
"Sand Spring",40.5045000000000,-107.701170000000,1998.000000000000,,5-85-CO15-16MAY06,Precipitation,"2006-05-16 00:00:00",,"2006-05-23 00:00:00",,,,,,-4.00695066380000,0.001937,,,,JHU,00388
"Huron Well Field",44.3530000000000,-98.287830000000,398.000000000000,,6-10-SD99-19DEC06,Precipitation,"2006-12-19 00:00:00",,"2006-12-26 00:00:00",,,,,,-18.57040511650000,0.044648,,,,JHU,00388
Cottonwood,43.9428300000000,-101.855000000000,733.000000000000,,6-15-SD08-21NOV06,Precipitation,"2006-11-21 00:00:00",,"2006-11-28 00:00:00",,,,,,-15.77327806570000,0.052921,,,,JHU,00388
"Huron Well Field",44.3530000000000,-98.287830000000,398.000000000000,,6-22-SD99-18JUL06,Precipitation,"2006-07-18 00:00:00",,"2006-07-25 00:00:00",,,,,,-3.85953278380000,-0.00976,,,,JHU,00388
"Huron Well Field",44.3530000000000,-98.287830000000,398.000000000000,,6-26-SD99-11JUL06,Precipitation,"2006-07-11 00:00:00",,"2006-07-18 00:00:00",,,,,,2.33672589830000,-0.039869,,,0.013577,JHU,00388
"Huron Well Field",44.3530000000000,-98.287830000000,398.000000000000,,6-30-SD99-25JUL06,Precipitation,"2006-07-25 00:00:00",,"2006-08-01 00:00:00",,,,,,4.21385341770000,-0.054185,,,0.005516,JHU,00388
"Icelandic State Park",48.7761700000000,-97.752500000000,306.000000000000,,6-38-ND08-11JUL06,Precipitation,"2006-07-11 00:00:00",,"2006-07-18 00:00:00",,,,,,-5.00642586480000,-0.007428,,,,JHU,00388
"Icelandic State Park",48.7761700000000,-97.752500000000,306.000000000000,,6-4-ND08-4JUL06,Precipitation,"2006-07-04 00:00:00",,"2006-07-11 00:00:00",,,,,,-10.25901361630000,0.015688,,,,JHU,00388
Cottonwood,43.9428300000000,-101.855000000000,733.000000000000,,6-44-SD08-18JUL06,Precipitation,"2006-07-18 00:00:00",,"2006-07-25 00:00:00",,,,,,-3.11314408620000,-0.016455,,,,JHU,00388
Cottonwood,43.9428300000000,-101.855000000000,733.000000000000,,6-49-SD08-21NOV06,Precipitation,"2006-11-07 00:00:00",,"2006-11-14 00:00:00",,,,,,-18.38195254340000,0.034809,,,,JHU,00388
"Icelandic State Park",48.7761700000000,-97.752500000000,306.000000000000,,6-54-ND08-24JAN06,Precipitation,"2006-01-24 00:00:00",,"2006-01-31 00:00:00",,,,,,-18.78531466430000,0.045239,,,,JHU,00388
Cottonwood,43.9428300000000,-101.855000000000,733.000000000000,,6-68-SD08-27JUN06,Precipitation,"2006-06-27 00:00:00",,"2006-07-04 00:00:00",,,,,,-5.63406876790000,-0.010535,,,,JHU,00388
"Icelandic State Park",48.7761700000000,-97.752500000000,306.000000000000,,6-69-ND08-17JAN06,Precipitation,"2006-01-17 00:00:00",,"2006-01-24 00:00:00",,,,,,-24.63937053760000,0.059873,,,,JHU,00388
"Huron Well Field",44.3530000000000,-98.287830000000,398.000000000000,,6-9-SD99-14NOV06,Precipitation,"2006-11-14 00:00:00",,"2006-11-21 00:00:00",,,,,,-20.04438582360000,0.030916,,,,JHU,00388
,44.8390000000000,-123.410000000000,,,DNSW09-0033,River_or_stream,,,"2009-02-26 00:00:00",,Liquid,,,,-9.11916588440000,0.034758,,,,JHU,00011
,44.7930000000000,-122.619000000000,,,DNSW09-0062,River_or_stream,,,"2009-03-02 00:00:00",,Liquid,,,,-9.98481738860000,0.023077,,,,JHU,00011
,44.6600000000000,-121.918000000000,,,DNSW09-0243,River_or_stream,,,"2009-05-12 00:00:00",,Liquid,,,,-13.01654242680000,0.037398,,,,JHU,00011
,44.8390000000000,-123.410000000000,,,DNSW09-0267,River_or_stream,,,"2009-05-14 00:00:00",,Liquid,,,,-9.13997416340000,0.029261,,,0.001601,JHU,00011
,44.7930000000000,-122.619000000000,,,DNSW09-0439,River_or_stream,,,"2009-08-27 00:00:00",,Liquid,,,,-9.79669663300000,0.036678,,,,JHU,00011
,44.6600000000000,-121.918000000000,,,DNSW09-0462,River_or_stream,,,"2009-08-27 00:00:00",,Liquid,,,,-12.83294642980000,0.037262,,,0.004411,JHU,00011
,44.8390000000000,-123.410000000000,,,DNSW09-0488,River_or_stream,,,"2009-10-13 00:00:00",,Liquid,,,,-8.90213921820000,0.024546,,,,JHU,00011
,44.7930000000000,-122.619000000000,,,DNSW09-0583,River_or_stream,,,"2009-12-02 00:00:00",,Liquid,,,,-9.47383773300000,0.035147,,,,JHU,00011
,44.6600000000000,-121.918000000000,,,DNSW09-0628,River_or_stream,,,"2009-12-02 00:00:00",,Liquid,,,,-12.81813881300000,0.031777,,,,JHU,00011
,44.8390000000000,-123.410000000000,,,DNSW10-0074,River_or_stream,,,"2010-02-23 00:00:00",,Liquid,,,,-8.82284821770000,0.024556,,,,JHU,00011
,44.7930000000000,-122.619000000000,,,DNSW10-0158,River_or_stream,,,"2010-04-06 00:00:00",,Liquid,,,,-9.45600810160000,0.035874,,,0.007416,JHU,00011
,44.8390000000000,-123.410000000000,,,DNSW10-0280,River_or_stream,,,"2010-05-24 00:00:00",,Liquid,,,,-8.87934370520000,0.027807,,,0.016962,JHU,00011
,44.6600000000000,-121.918000000000,,,DNSW10-0314,River_or_stream,,,"2010-05-25 00:00:00",,Liquid,,,,-12.77766352690000,0.032776,,,,JHU,00011
,44.7930000000000,-122.619000000000,,,DNSW10-0515,River_or_stream,,,"2010-08-26 00:00:00",,Liquid,,,,-9.27670341250000,0.027129,,,0.002991,JHU,00011
,44.6600000000000,-121.918000000000,,,DNSW10-0521,River_or_stream,,,"2010-08-26 00:00:00",,Liquid,,,,-12.51305248450000,0.024383,,,,JHU,00011
,44.8390000000000,-123.410000000000,,,DNSW10-0701,River_or_stream,,,"2010-10-14 00:00:00",,Liquid,,,,-9.07655709250000,0.021296,,,,JHU,00011
,44.7930000000000,-122.619000000000,,,DNSW10-0855,River_or_stream,,,"2010-12-01 00:00:00",,Liquid,,,,-9.69767135150000,0.033993,,,,JHU,00011
,44.6600000000000,-121.918000000000,,,DNSW10-0866,River_or_stream,,,"2010-12-01 00:00:00",,Liquid,,,,-12.51996486890000,0.023891,,,0.005122,JHU,00011
,-2.1839000000000,34.134600000000,1198.000000000000,,"IPL-17O- IPL-18W-422",River_or_stream,,,"2018-02-15 00:00:00",,Liquid,,,60.72000000000000,9.47393020900000,-0.0250491265539767,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,47.9768200000000,-123.477230000000,1243.000000000000,,IPL-17O-IPL-18W-015,River_or_stream,,,"2018-05-21 00:00:00",,Liquid,,,-92.82400000000000,-11.06461036120000,0.0222585157022843,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,48.2347000000000,-122.396000000000,41.000000000000,,IPL-17O-IPL-18W-018,Lake_or_pond,,,"2018-05-24 00:00:00",,Liquid,,,-44.17900000000000,-3.30487700270000,0.0138811904053297,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,65.0130000000000,-150.375090000000,166.000000000000,,IPL-17O-IPL-18W-049,River_or_stream,,,"2018-06-02 00:00:00",,Liquid,,,-139.49400000000000,-17.89392641980000,0.0204400272766306,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,65.0500000000000,-150.389000000000,166.000000000000,,IPL-17O-IPL-18W-050,River_or_stream,,,"2018-06-03 00:00:00",,Liquid,,,-135.57100000000000,-16.44524319970000,0.0130554253351907,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,65.5200000000000,-147.433690000000,770.000000000000,,IPL-17O-IPL-18W-052,River_or_stream,,,"2018-06-10 00:00:00",,Liquid,,,-150.35800000000000,-19.28677477450000,0.0362090992510477,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,44.2145000000000,-73.062900000000,239.000000000000,,IPL-17O-IPL-18W-067,River_or_stream,,,"2018-05-26 00:00:00",,Liquid,,,-75.99900000000000,-10.33102539890000,0.0233385801302761,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,-2.5511300000000,35.096990000000,1695.000000000000,,IPL-17O-IPL-18W-110,River_or_stream,,,"2018-06-30 00:00:00",,Liquid,,,-17.93000000000000,-3.67028399780000,0.016010149765258,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,41.0507500000000,-112.256000000000,1268.000000000000,,IPL-17O-IPL-18W-116,Lake_or_pond,,,"2018-06-24 00:00:00",,Liquid,,,-64.11900000000000,-2.04981189660000,0.00163688927786732,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,41.7283300000000,-70.093060000000,15.000000000000,,IPL-17O-IPL-18W-152,Lake_or_pond,,,"2018-07-10 00:00:00",,Liquid,,,-22.20100000000000,-2.36319158710000,0.0242928108423716,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,39.8813888900000,-75.427222220000,77.000000000000,,IPL-17O-IPL-18W-166,River_or_stream,,,"2018-07-28 00:00:00",,Liquid,,,-34.94100000000000,-6.02281377630000,0.0192595915582701,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,38.9822222200000,-77.051388890000,71.000000000000,,IPL-17O-IPL-18W-171,River_or_stream,,,"2018-07-20 00:00:00",,Liquid,,,-24.44700000000000,-4.86649710610000,0.0152755027191178,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
